『走れメロス』太宰治,En_text,Happy,Angry,Surprise,Sad,Fear
"流れはいよいよ、ふくれ上り、海のようになっている。
メロスは川岸にうずくまり、男泣きに泣きながらゼウスに手を挙げて哀願した。","The stream, at last, swelled up and became like an ocean.
Melos cowered on the riverbank, weeping manfully and raising his hands to Zeus in supplication.",0.0,1.0,0.0,0.0,0.0
「ああ、鎮めたまえ、荒れ狂う流れを！時は刻々に過ぎて行きます。太陽も既に真昼時です。あれが沈んでしまわぬうちに、王城に行き着くことが出来なかったら、あの佳い友達が、私のために死ぬのです。」,"'Oh, quell the raging current! Time is ticking away. The sun is already at midday. If I cannot reach the royal castle before it sets, my good friend will die for me.",0.2,0.4,0.0,0.0,0.4
"濁流は、メロスの叫びをせせら笑う如く、ますます激しく躍り狂う。
浪は浪を呑み、捲き、煽り立て、そうして時は、刻一刻と消えて行く。
今はメロスも覚悟した。","The muddy waters, as if chuckling at the cries of Meros, leap more and more violently.
The wave swallows it, rolls it up, agitates it, and time is fading away with each passing moment.
Now Melos is ready.",0.14,0.14,0.0,0.14,0.57
"泳ぎ切るより他に無い。
ああ、神々も照覧あれ！
濁流にも負けぬ愛と誠の偉大な力を、いまこそ発揮して見せる。","There is nothing else to do but swim through.
Oh, may the gods shine upon us!
Now is the time to show the great power of love and sincerity that cannot be defeated by the muddy waters.",0.4,0.2,0.2,0.2,0.0
"メロスは、ざんぶと流れに飛び込み、百匹の大蛇のようにのた打ち荒れ狂う浪を相手に、必死の闘争を開始した。
満身の力を腕にこめて、押し寄せ渦巻き引きずる流れを、なんのこれしきと掻きわけ掻きわけ、めくらめっぽう獅子奮迅の人の子の姿には、神も哀れと思ったか、ついに憐愍を垂れてくれた。
押し流されつつも、見事、対岸の樹木の幹に、すがりつく事が出来たのである。","He plunged into the current and began a desperate struggle against the raging waves, which thrashed about like a hundred serpents.
With all his strength in his arms, he scrambled and scrambled through the surging, whirling, and trailing current, and the gods must have felt sorry for him, for they finally took pity on him.
Although swept away, he was able to cling to the trunk of a tree on the other side of the river.",0.0,0.12,0.06,0.44,0.38
"ありがたい。
メロスは馬のように大きな胴震いを一つして、すぐにまた先きを急いだ。
一刻といえども、むだには出来ない。","Thank God.
Melos shuddered like a horse and hurried on again.
Even a single moment could not be wasted.",0.0,0.0,0.33,0.0,0.67
"陽は既に西に傾きかけている。
ぜいぜい荒い呼吸をしながら峠をのぼり、のぼり切って、ほっとした時、突然、目の前に一隊の山賊が躍り出た。","The sun was already setting in the west.
Breathing heavily, I climbed up the mountain pass, and when I was relieved to finish the climb, a group of bandits suddenly leaped out in front of me.",0.0,0.0,0.14,0.14,0.71
「待て。」,"Wait.""",0.0,0.0,1.0,0.0,0.0
「何をするのだ。私は陽の沈まぬうちに王城へ行かなければならぬ。放せ。」,What are you doing? I must get to the castle before the sun sets. Let me go.,0.0,0.0,0.0,0.0,1.0
「どっこい放さぬ。持ちもの全部を置いて行け。」,"""Come on, I won't let you go. Leave everything you have.",0,0,0,0,0
「私にはいのちの他には何も無い。その、たった一つの命も、これから王にくれてやるのだ。」,"I have nothing but my life. I have nothing but my life, and I will give it to the king.",0.0,0.0,0.0,0.0,1.0
「その、いのちが欲しいのだ。」,"I want that life.""",0.0,0.0,0.0,0.0,1.0
「さては、王の命令で、ここで私を待ち伏せしていたのだな。」,"So you have been lying in wait for me here by order of the king.""",0.0,0.0,1.0,0.0,0.0
"山賊たちは、ものも言わず一斉に棍棒を振り挙げた。
メロスはひょいと、からだを折り曲げ、飛鳥の如く身近かの一人に襲いかかり、その棍棒を奪い取って、","The bandits raised their clubs in unison without a word.
Melos bent down, swooped down on one of them like a flying bird, snatched the cudgel from him, and threw it into the air.",0.0,0.75,0.0,0.0,0.25
「気の毒だが正義のためだ！」と猛然一撃、たちまち、三人を殴り倒し、残る者のひるむ隙に、さっさと走って峠を下った。,"I'm sorry, but it's for justice! He struck a furious blow, immediately knocking out three of them and quickly ran down the pass while the rest flinched.",0.0,0.17,0.33,0.33,0.17
"一気に峠を駈け降りたが、流石に疲労し、折から午後の灼熱の太陽がまともに、かっと照って来て、メロスは幾度となく眩暈を感じ、これではならぬ、と気を取り直しては、よろよろ二、三歩あるいて、ついに、がくりと膝を折った。
立ち上る事が出来ぬのだ。
天を仰いで、くやし泣きに泣き出した。","He ran down the mountain pass at once, but he was exhausted, and the scorching afternoon sun was shining brightly on him.
He could not get up.
He looked up to the heavens and began to weep bitterly.",0.33,0.0,0.33,0.33,0.0
"ああ、あ、濁流を泳ぎ切り、山賊を三人も撃ち倒し韋駄天、ここまで突破して来たメロスよ。
真の勇者、メロスよ。
今、ここで、疲れ切って動けなくなるとは情無い。","Ah, ah, Meros, who swam through the muddy waters, shot down three bandits, and broke through to here.
O true hero, Meros.
It is shameful that you are so exhausted that you cannot move here and now.",0.0,0.0,0.25,0.5,0.25
"愛する友は、おまえを信じたばかりに、やがて殺されなければならぬ。
おまえは、稀代の不信の人間、まさしく王の思う壺だぞ、と自分を叱ってみるのだが、全身｜萎えて、もはや芋虫ほどにも前進かなわぬ。
路傍の草原にごろりと寝ころがった。","Your beloved friend must be killed for believing in you.
You are a man of rare unbelief, just what the king wants,"" he scolded himself, but his whole body was so shriveled up that he could no longer make as much progress as a caterpillar.
He lay down on the grass by the roadside.",0.25,0.0,0.25,0.25,0.25
"身体疲労すれば、精神も共にやられる。
もう、どうでもいいという、勇者に不似合いな不貞腐れた根性が、心の隅に巣喰った。
私は、これほど努力したのだ。","If the body is fatigued, the spirit is also exhausted.
A feeling of unfaithfulness, unbecoming of a brave man, nestled in the corner of my mind, saying, ""I don't care anymore.
I had worked so hard.",0.0,0.33,0.17,0.17,0.33
"約束を破る心は、みじんも無かった。
神も照覧、私は精一ぱいに努めて来たのだ。
動けなくなるまで走って来たのだ。","I had not the slightest intention of breaking my promise.
God help me, I had worked as hard as I could.
I ran until I couldn't move.",0.0,0.2,0.4,0.2,0.2
"私は不信の徒では無い。
ああ、できる事なら私の胸を截ち割って、真紅の心臓をお目に掛けたい。
愛と信実の血液だけで動いているこの心臓を見せてやりたい。","I am not an infidel.
Oh, if I could, I would cut open my chest and show you my crimson heart.
I would like to show you this heart that is beating only with the blood of love and faith.",0.17,0.0,0.33,0.33,0.17
"けれども私は、この大事な時に、精も根も尽きたのだ。
私は、よくよく不幸な男だ。
私は、きっと笑われる。","But I have run out of patience at this critical moment.
I am an unfortunate man.
I am sure I will be laughed at.",0.0,0.0,0.0,0.5,0.5
"私の一家も笑われる。
私は友を欺いた。
中途で倒れるのは、はじめから何もしないのと同じ事だ。","My family is also laughed at.
I have deceived my friends.
To fall in the middle is the same as doing nothing in the beginning.",0.5,0.0,0.5,0.0,0.0
"ああ、もう、どうでもいい。
これが、私の定った運命なのかも知れない。
セリヌンティウスよ、ゆるしてくれ。","Oh, God, I don't care.
Maybe this is my predestined fate.
O Selinuntius, forgive me.",0.0,0.5,0.5,0.0,0.0
"君は、いつでも私を信じた。
私も君を、欺かなかった。
私たちは、本当に佳い友と友であったのだ。","You always trusted me.
I never deceived you.
We were truly good friends.",0.5,0.0,0.0,0.0,0.5
"いちどだって、暗い疑惑の雲を、お互い胸に宿したことは無かった。
いまだって、君は私を無心に待っているだろう。
ああ、待っているだろう。","Never once did we carry a dark cloud of suspicion in our hearts.
Even now, I know you are waiting for me with all your heart.
Yes, I am waiting.",0.0,0.0,0.29,0.57,0.14
"ありがとう、セリヌンティウス。
よくも私を信じてくれた。
それを思えば、たまらない。","Thank you, Selinuntius.
How dare you trust me.
I can't wait to think about that.",0.0,0.33,0.0,0.0,0.67
"友と友の間の信実は、この世で一ばん誇るべき宝なのだからな。
セリヌンティウス、私は走ったのだ。
君を欺くつもりは、みじんも無かった。","For faith between friends is the proudest treasure in the world.
I ran, Selinuntius.
I did not intend to deceive you in the slightest.",0.33,0.0,0.33,0.33,0.0
"信じてくれ！
私は急ぎに急いでここまで来たのだ。
濁流を突破した。","Believe me!
I came here in a hurry, in a hurry.
I broke through the muddy waters.",0.0,0.0,0.5,0.5,0.0
"山賊の囲みからも、するりと抜けて一気に峠を駈け降りて来たのだ。
私だから、出来たのだよ。
ああ、この上、私に望み給うな。","I had slipped away from the bandits' encirclement, and came galloping down the pass at once.
It was only because it was me that I was able to do it.
Oh, don't wish for anything more from me.",0.0,0.2,0.0,0.2,0.6
"放って置いてくれ。
どうでも、いいのだ。
私は負けたのだ。","Leave me alone.
It doesn't matter.
I lost.",0.0,0.0,0.0,1.0,0.0
"だらしが無い。
笑ってくれ。
王は私に、ちょっとおくれて来い、と耳打ちした。","Sloppy.
Smile.
The king gave me an earful and said, ""Come back a little later.",0.5,0.0,0.0,0.0,0.5
"おくれたら、身代りを殺して、私を助けてくれると約束した。
私は王の卑劣を憎んだ。
けれども、今になってみると、私は王の言うままになっている。","He promised that if I failed to do so, he would kill a ransom and spare me.
I hated the king's meanness.
But now I see that I am doing as the king says.",0.0,0.0,0.25,0.75,0.0
"私は、おくれて行くだろう。
王は、ひとり合点して私を笑い、そうして事も無く私を放免するだろう。
そうなったら、私は、死ぬよりつらい。","I will be late.
The king will laugh at me and let me go without a fight.
If that happens, it will be worse than death for me.",0.0,0.0,0.0,0.75,0.25
"私は、永遠に裏切者だ。
地上で最も、不名誉の人種だ。
セリヌンティウスよ、私も死ぬぞ。","I am forever a traitor.
The most dishonorable race on earth.
Selinuntius, I too shall die.",0.0,0.0,0.33,0.33,0.33
"君と一緒に死なせてくれ。
君だけは私を信じてくれるにちがい無い。
いや、それも私の、ひとりよがりか？ああ、もういっそ、悪徳者として生き伸びてやろうか。","Let me die with you.
Only you must believe me.
No, is that my own self-indulgence, too? Oh, I'll live on as a villain.",0,0,0,0,0
"村には私の家が在る。
羊も居る。
妹夫婦は、まさか私を村から追い出すような事はしないだろう。","I have my house in the village.
I have sheep.
My sister and her husband would never drive me out of the village.",0.0,0.0,0.0,0.0,1.0
"正義だの、信実だの、愛だの、考えてみれば、くだらない。
人を殺して自分が生きる。
それが人間世界の定法ではなかったか。","Justice, faith, love, it's all crap when you think about it.
Kill a man and live by yourself.
Isn't that the law of the human world?",0.17,0.0,0.67,0.0,0.17
"ああ、何もかも、ばかばかしい。
私は、醜い裏切り者だ。
どうとも、勝手にするがよい。","Oh, everything, it's ridiculous.
I'm an ugly traitor.
Suit yourself.",0.0,0.0,0.0,1.0,0.0
"やんぬる哉。
――四肢を投げ出して、うとうと、まどろんでしまった。
ふと耳に、潺々、水の流れる音が聞えた。","YANNURUYA.
--I threw my limbs out and dozed off.
Suddenly, I heard the sound of flowing water.",0.0,0.0,0.0,0.5,0.5
"そっと頭をもたげ、息を呑んで耳をすました。
すぐ足もとで、水が流れているらしい。
よろよろ起き上って、見ると、岩の裂目から滾々と、何か小さく囁きながら清水が湧き出ているのである。","I gently leaned my head back and listened with bated breath.
I heard water running right under my feet.
I staggered up and looked to see fresh water gushing from a crevice in the rock, flowing profusely and whispering softly.",0.0,0.0,0.43,0.43,0.14
"その泉に吸い込まれるようにメロスは身をかがめた。
水を両手で掬って、一くち飲んだ。
ほうと長い溜息が出て、夢から覚めたような気がした。","Melos stooped down to be sucked into the fountain.
He scooped up the water with both hands and took a sip.
He let out a long sigh and felt as if he had awakened from a dream.",0.0,0.0,0.0,0.8,0.2
"歩ける。
行こう。
肉体の疲労｜恢復と共に、わずかながら希望が生れた。","I can walk.
Let's go.
As my body recovered from the fatigue, I felt a little bit of hope.",0.0,0.0,0.33,0.33,0.33
"義務遂行の希望である。
わが身を殺して、名誉を守る希望である。
斜陽は赤い光を、樹々の葉に投じ、葉も枝も燃えるばかりに輝いている。","It is the hope of fulfilling our duty.
It is the hope of killing oneself and defending one's honor.
The setting sun casts its red light on the leaves of the trees, making them and their branches burn.",0.1,0.1,0.1,0.2,0.5
"日没までには、まだ間がある。
私を、待っている人があるのだ。
少しも疑わず、静かに期待してくれている人があるのだ。","There is still time before sunset.
There is someone waiting for me.
There is someone who is quietly expecting me, without the slightest doubt.",0.33,0.0,0.33,0.0,0.33
"私は、信じられている。
私の命なぞは、問題ではない。
死んでお詫び、などと気のいい事は言って居られぬ。","I am believed in.
My life is not the issue.
I cannot say I am sorry for my death.",0.0,0.0,0.0,0.33,0.67
"私は、信頼に報いなければならぬ。
いまはただその一事だ。
走れ！","I must repay the trust.
That's all that matters now.
Run!",0.0,0.0,0.0,0.0,1.0
"メロス。
私は信頼されている。
私は信頼されている。","Melos.
I am trusted.
I am trusted.",0.0,0.0,0.0,0.0,1.0
"先刻の、あの悪魔の囁きは、あれは夢だ。
悪い夢だ。
忘れてしまえ。","That whisper of the devil the other day, that was a dream.
A bad dream.
Forget it.",0.33,0.33,0.33,0.0,0.0
"五臓が疲れているときは、ふいとあんな悪い夢を見るものだ。
メロス、おまえの恥ではない。
やはり、おまえは真の勇者だ。","When the five organs are tired, they suddenly have bad dreams like that.
No shame on you, Melos.
After all, you are a true hero.",0.0,0.0,0.0,0.0,1.0
"再び立って走れるようになったではないか。
ありがたい！
私は、正義の士として死ぬ事が出来るぞ。","I was able to stand up and run again.
Thank God!
I can die a righteous warrior.",0.0,0.33,0.33,0.0,0.33
"ああ、陽が沈む。
ずんずん沈む。
待ってくれ、ゼウスよ。","Ah, the sun is setting.
It's setting fast.
Wait a minute, Zeus.",0.0,0.0,0.33,0.0,0.67
"私は生れた時から正直な男であった。
正直な男のままにして死なせて下さい。
路行く人を押しのけ、跳ねとばし、メロスは黒い風のように走った。","I have been an honest man since birth.
Let me remain an honest man and die.
Pushing and leaping over the passersby, Melos ran like a black wind.",0.0,0.0,0.0,0.0,1.0
"野原で酒宴の、その宴席のまっただ中を駈け抜け、酒宴の人たちを仰天させ、犬を蹴とばし、小川を飛び越え、少しずつ沈んでゆく太陽の、十倍も早く走った。
一団の旅人と颯っとすれちがった瞬間、不吉な会話を小耳にはさんだ。","
As he passed a group of travelers, he overheard an ominous conversation.",0.0,0.0,0.67,0.33,0.0
「いまごろは、あの男も、磔にかかっているよ。」,"By now, that man is on the stake, too.""",0.0,0.0,0.0,0.0,1.0
"ああ、その男、その男のために私は、いまこんなに走っているのだ。
その男を死なせてはならない。
急げ、メロス。","Oh, that man, that is why I am running so much now.
I must not let him die.
Hurry up, Melos.",0,0,0,0,0
"おくれてはならぬ。
愛と誠の力を、いまこそ知らせてやるがよい。
風態なんかは、どうでもいい。","Do not delay.
Now is the time to let them know the power of love and sincerity.
I don't care what it looks like.",0.33,0.67,0.0,0.0,0.0
"メロスは、いまは、ほとんど全裸体であった。
呼吸も出来ず、二度、三度、口から血が噴き出た。
見える。","Melos was now almost completely naked.
Unable to breathe, blood gushed from his mouth two or three times.
I can see him.",0.0,0.0,0.0,0.67,0.33
"はるか向うに小さく、シラクスの市の塔楼が見える。
塔楼は、夕陽を受けてきらきら光っている。","In the far distance, the tower of the city of Syrax can be seen.
The tower glistens in the evening sun.",0.0,0.0,0.0,0.0,1.0
「ああ、メロス様。」,"Oh, Master Meros.""",0,0,0,0,0
うめくような声が、風と共に聞えた。,A moaning voice was heard with the wind.,0.0,0.0,0.0,0.5,0.5
「誰だ。」,"Who is this?""",0,0,0,0,0
メロスは走りながら尋ねた。,Melos asked as he ran.,0.0,0.0,0.0,0.0,1.0
「フィロストラトスでございます。貴方のお友達セリヌンティウス様の弟子でございます。」,"I am Philostratos, disciple of your friend Serinuntius. I am a disciple of your friend Serinuntius.""",1.0,0.0,0.0,0.0,0.0
その若い石工も、メロスの後について走りながら叫んだ。,The young stonecutter also shouted as he ran after Melos.,0.0,0.0,1.0,0.0,0.0
「もう、駄目でございます。むだでございます。走るのは、やめて下さい。もう、あの方をお助けになることは出来ません。」,It's no use. It's no use. Please stop running. You can no longer help him.,0,0,0,0,0
「いや、まだ陽は沈まぬ。」,"No, the sun has not set yet.",0.0,0.0,0.0,0.0,1.0
「ちょうど今、あの方が死刑になるところです。ああ、あなたは遅かった。おうらみ申します。ほんの少し、もうちょっとでも、早かったなら！」,"'Just now that man is about to be executed. Oh, you are too late. Oh, you were too late. If only you had been just a little bit, just a little bit sooner!""",0.0,0.0,0.0,1.0,0.0
「いや、まだ陽は沈まぬ。」,"No, the sun has not set yet.",0.0,0.0,0.0,0.0,1.0
"メロスは胸の張り裂ける思いで、赤く大きい夕陽ばかりを見つめていた。
走るより他は無い。","Melos stared at the big, red sunset with a heartrending feeling.
He had no choice but to run.",0.0,1.0,0.0,0.0,0.0
「やめて下さい。走るのは、やめて下さい。いまはご自分のお命が大事です。あの方は、あなたを信じて居りました。刑場に引き出されても、平気でいました。王様が、さんざんあの方をからかっても、メロスは来ます、とだけ答え、強い信念を持ちつづけている様子でございました。」,"Please stop. Please stop running. Your life is more important now. He believed in you. He did not mind being taken to jail. Even when the king made fun of him, he only replied, ""Meros will come,"" and he seemed to maintain his strong faith.",0.43,0.14,0.14,0.14,0.14
「それだから、走るのだ。信じられているから走るのだ。間に合う、間に合わぬは問題でないのだ。人の命も問題でないのだ。私は、なんだか、もっと恐ろしく大きいものの為に走っているのだ。ついて来い！フィロストラトス。」,"That's why we run. We run because we are believed in. It doesn't matter if we make it in time or not. Human life is not an issue. I am running for something much bigger, much scarier. Follow me! Philostratos.",0.0,0.0,0.0,0.67,0.33
「ああ、あなたは気が狂ったか。それでは、うんと走るがいい。ひょっとしたら、間に合わぬものでもない。走るがいい。」,"Oh, you have lost your mind. Then you better run a lot faster. Perhaps you will make it in time. Run along.""",0.0,0.0,0.25,0.75,0.0
"言うにや及ぶ。
まだ陽は沈まぬ。
最後の死力を尽して、メロスは走った。","It goes without saying.
The sun had not yet set.
With his last dying breath, Melos ran.",0.0,0.0,0.33,0.0,0.67
"メロスの頭は、からっぽだ。
何一つ考えていない。
ただ、わけのわからぬ大きな力にひきずられて走った。","Melos' head is empty.
He was not thinking about anything.
He was just running, pulled by a great, incomprehensible force.",0.25,0.0,0.0,0.25,0.5
"陽は、ゆらゆら地平線に没し、まさに最後の一片の残光も、消えようとした時、メロスは疾風の如く刑場に突入した。
間に合った。","The sun was just about to set on the horizon, and the last shred of light was about to disappear, when Melos rushed into the execution site like a gale.
Just in time.",0.5,0.0,0.0,0.0,0.5
「待て。その人を殺してはならぬ。メロスが帰って来た。約束のとおり、いま、帰って来た。」と大声で刑場の群衆にむかって叫んだつもりであったが、喉がつぶれて嗄れた声が幽かに出たばかり、群衆は、ひとりとして彼の到着に気がつかない。,"Wait. Do not kill him. Melos has returned. He has returned, just as he promised. But his hoarse voice came out only faintly, and not a single person in the crowd noticed his arrival.",0.0,0.0,0.33,0.17,0.5
"すでに磔の柱が高々と立てられ、縄を打たれたセリヌンティウスは、徐々に釣り上げられてゆく。
メロスはそれを目撃して最後の勇、先刻、濁流を泳いだように群衆を掻きわけ、掻きわけ、","The crucifixion pillars are already erected high, and Selinuntius, already on the ropes, is gradually fished out of the water.
Melos, witnessing this, is the last brave soul to wade through the crowd as if he had just swum through a muddy stream.",0.0,0.0,0.25,0.25,0.5
「私だ、刑吏！殺されるのは、私だ。メロスだ。彼を人質にした私は、ここにいる！」と、かすれた声で精一ぱいに叫びながら、ついに磔台に昇り、釣り上げられてゆく友の両足に、齧りついた。,"It's me, the executioner! It is I who will be killed. It's Melos. I am the one who took him hostage! He finally climbed up to the crucifixion stand and bit down on the legs of his friend as he was being lifted up.",0.2,0.0,0.2,0.0,0.6
"群衆は、どよめいた。
あっぱれ。
ゆるせ、と口々にわめいた。","The crowd was in a state of excitement.
Appreciate it,"" they said.
Forgive me,"" they chanted.",0.5,0.0,0.0,0.5,0.0
セリヌンティウスの縄は、ほどかれたのである。,The rope of Selinuntius was untied.,0,0,0,0,0
「セリヌンティウス。」,"Selinuntius.""",0,0,0,0,0
メロスは眼に涙を浮べて言った。,Melos said with tears in his eyes.,0.0,0.0,0.0,1.0,0.0
「私を殴れ。ちから一ぱいに頬を殴れ。私は、途中で一度、悪い夢を見た。君が若し私を殴ってくれなかったら、私は君と抱擁する資格さえ無いのだ。殴れ。」,"Hit me. Hit me in the cheek with all your might. I had a bad dream once on the way. If you don't hit me, I don't deserve to be in your embrace. Hit me.""",0.0,0.83,0.0,0.17,0.0
"セリヌンティウスは、すべてを察した様子で首肯き、刑場一ぱいに鳴り響くほど音高くメロスの右頬を殴った。
殴ってから優しく微笑み、","Selinuntius nodded his head, seeming to understand everything, and punched Melos on the right cheek so loudly that it rang throughout the prison.
He struck him, then smiled gently, and",0.25,0.0,0.25,0.25,0.25
「メロス、私を殴れ。同じくらい音高く私の頬を殴れ。私はこの三日の間、たった一度だけ、ちらと君を疑った。生れて、はじめて君を疑った。君が私を殴ってくれなければ、私は君と抱擁できない。」,"Melos, strike me. Hit me on the cheek just as loudly. I have only glanced at you once in the last three days. For the first time in my life, I doubted you. If you don't hit me, I won't be able to embrace you.""",0.14,0.29,0.14,0.14,0.29
メロスは腕に唸りをつけてセリヌンティウスの頬を殴った。,Melos snarled at his arm and punched Selinuntius in the cheek.,0.0,0.5,0.0,0.5,0.0
「ありがとう、友よ。」,"Thank you, my friend.""",1.0,0.0,0.0,0.0,0.0
"二人同時に言い、ひしと抱き合い、それから嬉し泣きにおいおい声を放って泣いた。
群衆の中からも、歔欷の声が聞えた。
暴君ディオニスは、群衆の背後から二人の様を、まじまじと見つめていたが、やがて静かに二人に近づき、顔をあからめて、こう言った。","They both said it at the same time, hugged each other tightly, and then cried out in a joyful, muffled voice.
The weeping could be heard in the crowd.
The tyrant Dionysius, who was staring at them from behind the crowd, approached them quietly, looked at them, and said, ""You are both crying.",0.5,0.0,0.0,0.0,0.5
「おまえらの望みは叶ったぞ。おまえらは、わしの心に勝ったのだ。信実とは、決して空虚な妄想ではなかった。どうか、わしをも仲間に入れてくれまいか。どうか、わしの願いを聞き入れて、おまえらの仲間の一人にしてほしい。」,"Your wish has been granted. You have won my heart. Faith was never an empty delusion. Please let me be one of you. Please accept my wish and let me be one of you.""",0.0,0.0,0.5,0.5,0.0
どっと群衆の間に、歓声が起った。,The crowd suddenly erupted in cheers.,0.5,0.5,0.0,0.0,0.0
「万歳、王様万歳。」,"Long live the king.""",0.0,0.0,0.0,0.0,1.0
"ひとりの少女が、緋のマントをメロスに捧げた。
メロスは、まごついた。
佳き友は、気をきかせて教えてやった。","A girl offered the scarlet cloak to Melos.
Melos was puzzled.
His good friend took the hint and told him.",0.2,0.0,0.4,0.2,0.2
「メロス、君は、まっぱだかじゃないか。早くそのマントを着るがいい。この可愛い娘さんは、メロスの裸体を、皆に見られるのが、たまらなく口惜しいのだ。」,"You're all out of your minds, Meros. Put on that cloak quickly. This pretty girl can't bear to let everyone see her naked body.""",0.17,0.0,0.33,0.5,0.0
勇者は、ひどく赤面した。,The brave man blushed badly.,0.0,0.0,0.0,0.5,0.5
